CustomerID,Segment,Churn_Probability,CLV_Predicted,Monetary,Priority
12346.0,2,0.8357796953009914,4.172968319615751,11.947095936811216,Deprioritise
12347.0,1,0.2861364453104167,831.6921917057194,8.6274313918048,Deprioritise
12348.0,1,0.5388584942645328,77.19729015892696,7.998160649502915,Deprioritise
12350.0,0,0.7262198650307135,4.083477933907786,6.506979160360104,Deprioritise
12352.0,1,0.4345343394438801,54.04659062180723,8.047067954776622,Deprioritise
12353.0,0,0.7627073073438774,5.043775984758485,5.187385805840755,Deprioritise
12354.0,2,0.6061478054455937,13.772619592893868,7.67777090379866,Deprioritise
12355.0,2,0.7005797744334481,11.825372401018189,6.824156255105823,Deprioritise
12356.0,2,0.518211232850554,76.17061495428977,8.613804342771784,Deprioritise
12358.0,2,0.6768196699801575,19.61326048682189,6.878038064193988,Deprioritise
12359.0,1,0.3744758263869093,368.61166151342786,8.852587704645023,Deprioritise
12360.0,2,0.4361103122777648,289.06784538473244,8.082575238654595,Deprioritise
12361.0,0,0.7478136245277072,11.362334443233998,5.942274302917211,Deprioritise
12362.0,1,0.31985231559264876,448.9983644348662,8.159288920736355,Deprioritise
12363.0,2,0.5042656426552056,53.147561156956606,7.007600613951853,Deprioritise
12364.0,2,0.5865352543457364,20.318139292591695,7.129970399437768,Deprioritise
12365.0,0,0.6212047433342115,7.202043388953843,7.1575485508911045,Deprioritise
12370.0,1,0.4280054959403547,146.8821383352243,8.632986693707416,Deprioritise
12372.0,2,0.5408530735461221,57.740823995851834,7.512530156913111,Deprioritise
12373.0,0,0.7375440261020246,4.817797283347904,6.593318469221536,Deprioritise
12375.0,0,0.6602097047550602,23.704144176821107,6.13469871519389,Deprioritise
12377.0,2,0.540853233160384,99.0822311851681,8.08863549000388,Deprioritise
12378.0,2,0.4484525605777589,19.802539655305047,8.989474225406013,Deprioritise
12379.0,2,0.6530614254033645,21.220793852526235,6.825112527455493,Deprioritise
12380.0,2,0.6188600341721192,23.084136984860095,7.103404295986954,Deprioritise
12381.0,2,0.5433024180648227,22.42185698853922,7.839320755687907,Deprioritise
12383.0,1,0.3135509332215116,469.958486764201,8.21666090751895,Deprioritise
12384.0,2,0.6547777748108998,25.50136664303844,6.3739680435788,Deprioritise
12386.0,0,0.6901054618177106,8.609909400527814,6.690593799345475,Deprioritise
12388.0,1,0.3741820858191254,340.9938322135159,8.113031233838464,Deprioritise
12393.0,1,0.5100997304277385,126.27242701120912,7.660679663577943,Deprioritise
12394.0,2,0.6721839241451949,15.518491433912535,6.63746770785911,Deprioritise
12395.0,1,0.19663710198575907,1299.5201012382952,8.242793187141087,Deprioritise
12397.0,2,0.5424806939617789,24.979517831971435,7.795901647823813,Deprioritise
12399.0,1,0.3652849735608807,376.2790631794214,7.704496415752188,Deprioritise
12401.0,0,0.7888026224535644,2.080015806348262,5.133442723357803,Deprioritise
12402.0,0,0.7563870890433735,8.950065695051949,6.114124559843869,Deprioritise
12405.0,2,0.5677808256641361,19.6644061937723,8.137916162496502,Deprioritise
12406.0,2,0.5943939960487568,29.372698770849567,8.08440827265311,Deprioritise
12407.0,1,0.3695928979318448,352.8484683268906,7.94297328051608,Deprioritise
12408.0,1,0.3309222494964302,297.1724620508431,8.35915831117323,Deprioritise
12409.0,2,0.5688260363643409,27.36770866359364,9.426673585495147,Deprioritise
12410.0,0,0.6180487078948881,8.585006385119247,7.235374154287605,Deprioritise
12412.0,2,0.5060956281505258,63.35496352271769,7.485760932029151,Deprioritise
12413.0,2,0.5695132735100862,37.36052442587747,7.028910400538604,Deprioritise
12414.0,1,0.543587056921271,25.81937257857275,7.026266938016914,Deprioritise
12415.0,1,0.045871162269306605,15225.682038236419,12.226741368245648,Protect
12417.0,1,0.18863895388397503,1663.9940532287044,8.636582048162623,Deprioritise
12418.0,2,0.5863446398722444,22.3684952187861,7.199050815003753,Deprioritise
12421.0,1,0.45017522945776844,75.87987163187559,7.13737382221825,Deprioritise
12422.0,1,0.4094509506451059,80.62814795607564,7.382821073820137,Deprioritise
12423.0,1,0.20747533399836615,347.0617011132831,8.102386587077486,Deprioritise
12424.0,2,0.5311908875870226,18.707478996400198,8.167045470164021,Deprioritise
12426.0,2,0.6361905864638107,11.961942182991235,7.061728800260603,Deprioritise
12427.0,0,0.7784354773731459,13.675681943556388,6.410174881966167,Deprioritise
12428.0,1,0.14536097992765318,2293.2784047886867,9.622267224639495,Protect
12429.0,1,0.4175436055309976,356.95594007584725,8.646599085863576,Deprioritise
12431.0,1,0.11055215508847234,2883.6471596056317,9.185036922863162,Protect
12432.0,1,0.44116029415721564,86.77547910107981,8.991477644845448,Deprioritise
12433.0,1,0.3080567839143742,654.4134826386021,9.456533039739082,Deprioritise
12434.0,0,0.7090818822076914,19.834470531708384,6.351757936569426,Deprioritise
12435.0,2,0.6953207170658161,9.167984808112873,8.98205612992419,Deprioritise
12436.0,2,0.6339370343565259,21.541956458607718,6.926596660115494,Deprioritise
12437.0,1,0.1287584238885668,1625.118876455674,8.634766427288408,Deprioritise
12438.0,2,0.5727717421164644,35.77153416379852,7.485008887724115,Deprioritise
12441.0,0,0.7730276918826297,16.01583379262763,5.8524897948173935,Deprioritise
12444.0,2,0.4145351745058801,377.32106894764405,8.567038037308558,Deprioritise
12447.0,2,0.6695356707572573,3.4927235429222745,6.860642706867944,Deprioritise
12449.0,1,0.3613269249503217,466.0261872585815,8.603400245024524,Deprioritise
12450.0,0,0.6282147350255552,4.324393567766432,5.983331563877793,Deprioritise
12451.0,2,0.41386052280532104,118.93167465597719,9.270177860555105,Deprioritise
12453.0,2,0.5800520791521506,23.593527551664582,7.255012010467591,Deprioritise
12455.0,1,0.30378074618502715,687.8449486125883,8.378785931044929,Deprioritise
12456.0,2,0.4243936005111354,350.7699119027741,8.418874490547458,Deprioritise
12457.0,1,0.5445262692664651,58.57279152931784,7.666456090281521,Deprioritise
12458.0,2,0.7079614734863886,7.283499133063974,6.785406837702822,Deprioritise
12461.0,2,0.4766522808736098,24.82458471113116,7.411411262189716,Deprioritise
12462.0,2,0.6672928893115214,33.75985049666717,7.32989394093179,Deprioritise
12463.0,1,0.4402103837333239,125.26384296247925,7.587097609565523,Deprioritise
12464.0,1,0.37561234380924124,129.3881031525545,7.353786348836963,Deprioritise
12465.0,2,0.6348033446592699,18.963878449995637,6.783189291028921,Deprioritise
12468.0,2,0.5123649358352378,41.63039488181742,7.286246507721765,Deprioritise
12471.0,1,0.03757261403253436,9232.94786693787,10.009368932520577,Nurture
12472.0,1,0.2453543967512629,1280.7664828505217,9.19585597777521,Deprioritise
12473.0,2,0.44343687110802094,134.6641097753152,7.772120937991373,Deprioritise
12474.0,1,0.07833080630174862,3611.560337037281,9.07396150055771,Protect
12476.0,1,0.2524469476270178,796.611290503776,8.761603395856843,Deprioritise
12477.0,1,0.3169648479595653,1178.7330128771282,9.7795703663888,Deprioritise
12480.0,1,0.3693188360449476,466.0939425753917,8.364251780128964,Deprioritise
12481.0,1,0.19588289255576447,704.9308308366799,9.012440500898869,Deprioritise
12483.0,1,0.2821789399941891,312.78475716221277,8.086139469428407,Deprioritise
12484.0,1,0.25406811468079055,464.37028945485827,8.89936237777379,Deprioritise
12489.0,0,0.7438779150397644,5.316622354136068,6.508560471387332,Deprioritise
12490.0,1,0.22651954535269994,778.2446513120703,8.8687201069666,Deprioritise
12492.0,0,0.6774824283677372,20.872945652267532,5.536467749968769,Deprioritise
12493.0,2,0.5609883554096914,17.423793487179612,6.76674455720645,Deprioritise
12494.0,1,0.34649946671082277,223.85373968254981,7.460904489314541,Deprioritise
12500.0,1,0.3183649069784235,331.13878359609026,8.174330982337263,Deprioritise
12501.0,2,0.5866215509207697,12.75468526286426,8.375578934565366,Deprioritise
